userID,genreID,score
16,4,0.047907
16,5,0.103698
16,6,0.094604
16,7,0
16,8,0.101716
16,9,0
16,10,0.048711
16,11,0.099125
16,12,0.03048
16,13,0.048711
16,14,0.075761
16,15,0.07407
16,16,0.098936
16,17,0
16,18,0
17,1,0.08376
17,2,0.101006
17,3,0.04601
17,4,0.057512
17,5,0.112042
17,6,0.045268
17,7,0
17,8,0.109832
17,9,0.011579
17,10,0.10075
17,11,0.025564
17,12,0
17,13,0.0137
17,14,0.046253
17,15,0.115453
17,16,0.107897
17,17,0.020345
17,18,0.003029
18,1,0.11439
18,2,0.052382
18,3,0.106165
18,4,0.074492
18,5,0.107115
18,6,0.027636
18,7,0
18,8,0.111438
18,9,0.039407
18,10,0.011558
18,11,0.014365
18,12,0.042302
18,13,0
18,14,0.064136
18,15,0.096533
18,16,0.106804
18,17,0.025615
18,18,0.005663
19,1,0.113009
19,2,0.042056
19,3,0.062549
19,4,0.054119
19,5,0.121873
19,6,0.109328
19,7,0
19,8,0.106771
19,9,0.019921
19,10,0
19,11,0.121257
19,12,0.049579
19,13,0.008031
19,14,0.041829
19,15,0.059148
19,16,0.080023
19,17,0.006532
19,18,0.003976
20,1,0.123213
20,2,0.053646
20,3,0.006487
20,4,0.006487
20,5,0.129696
20,6,0.068884
20,7,0.006487
20,8,0.128933
20,9,0.006487
20,10,0.034161
20,11,0.114459
20,12,0.006487
20,13,0.006487
20,14,0.033545
20,15,0.090885
20,16,0.136292
20,17,0.04088
20,18,0.006487
21,1,0.075047
21,2,0.04519
21,3,0.061131
21,4,0.045944
21,5,0.103141
21,6,0.092537
21,7,0
21,8,0.094313
21,9,0
21,10,0.089969
21,11,0.091222
21,12,0.049686
21,13,0.047861
21,14,0.054263
21,15,0.05807
21,16,0.03608
21,17,0.055546
21,18,0
22,1,0.085741
22,2,0.078284
22,3,0.016304
22,4,0.028388
22,5,0.129359
22,6,0.048675
22,7,0
22,8,0.125386
22,9,0.024479
22,10,0.007039
22,11,0.126019
22,12,0.005523
22,13,0.022032
22,14,0.025519
22,15,0.125268
22,16,0.122842
22,17,0.024473
22,18,0.004669
23,1,0.106967
23,2,0.069623
23,3,0.015275
23,4,0.021914
23,5,0.112491
23,6,0.106994
23,7,0
23,8,0.106752
23,9,0.042455
23,10,0.022949
23,11,0.106034
23,12,0
23,13,0.0233
23,14,0.027694
23,15,0.109842
23,16,0.113843
23,17,0.012813
23,18,0.001053
24,1,0.088449
24,2,0.074845
24,3,0.025436
24,4,0.011608
24,5,0.158698
24,6,0.032595
24,7,0
24,8,0.175666
24,9,0.017412
24,10,0
24,11,0.151014
24,12,0.050698
24,13,0
24,14,0.10231
24,15,0.045993
24,16,0.013838
24,17,0.030086
24,18,0.021354
25,1,0.084706
25,2,0.04786
25,3,0.076648
25,4,0.04006
25,5,0.091478
25,6,0.089808
25,7,0
25,8,0.094456
25,9,0.016121
25,10,0.044399
25,11,0.08833
25,12,0.012898
25,13,0.039921
25,14,0.043576
25,15,0.086664
25,16,0.099519
25,17,0.038037
25,18,0.005519
26,1,0.081683
26,2,0.041699
26,3,0
26,4,0.03113
26,5,0.14203
26,6,0.016337
26,7,0
26,8,0.148915
26,9,0.008358
26,10,0.006638
26,11,0.048652
26,12,0.021709
26,13,0.012824
26,14,0.148568
26,15,0.135272
26,16,0.140034
26,17,0.011158
26,18,0.004994
27,1,0.045537
27,2,0.042689
27,3,0.012401
27,4,0.014221
27,5,0.094516
27,6,0.029388
27,7,0
27,8,0.10025
27,9,0.031829
27,10,0.084275
27,11,0.031921
27,12,0.007829
27,13,0.09613
27,14,0.091564
27,15,0.090763
27,16,0.073993
27,17,0.06471
27,18,0.087981
28,1,0.072124
28,2,0.036062
28,3,0
28,4,0.015597
28,5,0.100443
28,6,0.05087
28,7,0
28,8,0.104161
28,9,0.009742
28,10,0.094456
28,11,0.096674
28,12,0.091923
28,13,0.041157
28,14,0.062045
28,15,0.094419
28,16,0.086203
28,17,0.03499
28,18,0.009134
29,1,0.148308
29,2,0.139245
29,3,0
29,4,0
29,5,0.136266
29,6,0.036559
29,7,0
29,8,0.137162
29,9,0.01676
29,10,0.018421
29,11,0.014876
29,12,0.007934
29,13,0.008218
29,14,0.016606
29,15,0.132717
29,16,0.109563
29,17,0.062772
29,18,0.014592
30,1,0.089186
30,2,0.026736
30,3,0.018087
30,4,0.016774
30,5,0.114445
30,6,0.05384
30,7,0.114337
30,8,0.132512
30,9,0.014625
30,10,0.00613
30,11,0.104426
30,12,0.00613
30,13,0.010768
30,14,0.053605
30,15,0.108214
30,16,0.105649
30,17,0.018406
30,18,0.00613
31,1,0.091068
31,2,0.115143
31,3,0.041445
31,4,0.013906
31,5,0.189037
31,6,0.02622
31,7,0
31,8,0.127358
31,9,0.007028
31,10,0
31,11,0.011484
31,12,0.158581
31,13,0.007432
31,14,0.076365
31,15,0.071923
31,16,0.02923
31,17,0.015478
31,18,0.018302
32,1,0.100019
32,2,0.035798
32,3,0.097948
32,4,0.029753
32,5,0.112854
32,6,0.022511
32,7,0
32,8,0.116233
32,9,0
32,10,0
32,11,0
32,12,0.097834
32,13,0
32,14,0.098686
32,15,0.060224
32,16,0.101969
32,17,0.019077
32,18,0.107093
33,1,0.116463
33,2,0.108065
33,3,0
33,4,0
33,5,0.103771
33,6,0.047397
33,7,0
33,8,0.114617
33,9,0
33,10,0.014249
33,11,0.113863
33,12,0.017601
33,13,0.022844
33,14,0.05001
33,15,0.049834
33,16,0.117586
33,17,0.019139
33,18,0.104561
34,1,0.078442
34,2,0.064048
34,3,0.010226
34,4,0.017421
34,5,0.156783
34,6,0.014425
34,7,0
34,8,0.141785
34,9,0.008134
34,10,0
34,11,0.14072
34,12,0.012062
34,13,0
34,14,0.134582
34,15,0.071754
34,16,0.140845
34,17,0.008773
34,18,0
35,1,0.066333
35,2,0.024293
35,3,0.030006
35,4,0.03334
35,5,0.1204
35,6,0.020221
35,7,0
35,8,0.121056
35,9,0.015516
35,10,0
35,11,0
35,12,0.112928
35,13,0.110428
35,14,0.077327
35,15,0.043639
35,16,0.067399
35,17,0.039997
35,18,0.117117
36,1,0.114467
36,2,0.028445
36,3,0.09031
36,4,0.048949
36,5,0.124072
36,6,0.032895
36,7,0.00973
36,8,0.113323
36,9,0.008778
36,10,0
36,11,0.120278
36,12,0.024021
36,13,0.018671
36,14,0.047752
36,15,0.055806
36,16,0.123844
36,17,0.030889
36,18,0.007772
37,1,0.086719
37,2,0.053128
37,3,0.043176
37,4,0.039529
37,5,0.13748
37,6,0
37,7,0
37,8,0.133147
37,9,0.020285
37,10,0
37,11,0.032616
37,12,0.15303
37,13,0.008249
37,14,0.134205
37,15,0.036418
37,16,0.0547
37,17,0.067319
37,18,0
38,1,0.032323
38,2,0.015451
38,3,0.091122
38,4,0.117561
38,5,0.188074
38,6,0.022991
38,7,0
38,8,0.185588
38,9,0
38,10,0
38,11,0
38,12,0.091122
38,13,0
38,14,0.182569
38,15,0
38,16,0.053034
38,17,0.020165
38,18,0
39,1,0.085461
39,2,0.045729
39,3,0.08407
39,4,0.064695
39,5,0.102417
39,6,0.035036
39,7,0
39,8,0.099125
39,9,0
39,10,0.018896
39,11,0.095671
39,12,0
39,13,0.068979
39,14,0.073968
39,15,0.048882
39,16,0.09341
39,17,0.083661
39,18,0
40,1,0.099535
40,2,0.109985
40,3,0
40,4,0.01938
40,5,0.072765
40,6,0.013078
40,7,0
40,8,0.106227
40,9,0.030878
40,10,0.059242
40,11,0.002083
40,12,0.033207
40,13,0.045014
40,14,0.071033
40,15,0.106044
40,16,0.019808
40,17,0.107486
40,18,0.104234
41,1,0.110677
41,2,0.05334
41,3,0.07589
41,4,0.063862
41,5,0.113349
41,6,0
41,7,0
41,8,0.107677
41,9,0.010601
41,10,0
41,11,0.074006
41,12,0.037945
41,13,0.025981
41,14,0.105324
41,15,0.064063
41,16,0.105683
41,17,0.051603
41,18,0
42,1,0.134622
42,2,0.101604
42,3,0.009322
42,4,0.028778
42,5,0.139017
42,6,0.019204
42,7,0
42,8,0.124807
42,9,0.036779
42,10,0
42,11,0.033812
42,12,0.005879
42,13,0.009759
42,14,0.051916
42,15,0.135561
42,16,0.12743
42,17,0.034634
42,18,0.006877
43,1,0.086563
43,2,0.047599
43,3,0.078551
43,4,0.036302
43,5,0.132314
43,6,0.114287
43,7,0.006479
43,8,0.127032
43,9,0.006479
43,10,0.006479
43,11,0.006479
43,12,0.048638
43,13,0.006479
43,14,0.114453
43,15,0.026833
43,16,0.118199
43,17,0.030356
43,18,0.006479
44,1,0.061533
44,2,0.087976
44,3,0.110679
44,4,0.069844
44,5,0.109989
44,6,0.025306
44,7,0
44,8,0.105079
44,9,0.041455
44,10,0.00583
44,11,0.102909
44,12,0.048843
44,13,0.026236
44,14,0.06043
44,15,0.051064
44,16,0.07623
44,17,0.01261
44,18,0.003988
45,1,0.015236
45,2,0.033408
45,3,0.008441
45,4,0.035474
45,5,0.21743
45,6,0.005078
45,7,0
45,8,0.192178
45,9,0.011516
45,10,0
45,11,0.00786
45,12,0.025015
45,13,0.013048
45,14,0.200547
45,15,0.028264
45,16,0.197909
45,17,0.008593
45,18,0
46,1,0.030088
46,2,0.016015
46,3,0
46,4,0
46,5,0.28202
46,6,0
46,7,0
46,8,0.112217
46,9,0
46,10,0
46,11,0.315133
46,12,0
46,13,0.033254
46,14,0
46,15,0
46,16,0.211272
46,17,0
46,18,0
47,1,0.092775
47,2,0.061171
47,3,0
47,4,0.045721
47,5,0.166966
47,6,0.126483
47,7,0
47,8,0.178347
47,9,0
47,10,0
47,11,0
47,12,0
47,13,0
47,14,0.153591
47,15,0
47,16,0.155913
47,17,0.019032
47,18,0
48,1,0.099631
48,2,0.074911
48,3,0.030404
48,4,0.068855
48,5,0.099313
48,6,0.010263
48,7,0.098596
48,8,0.10106
48,9,0.024475
48,10,0.00808
48,11,0.012031
48,12,0.031139
48,13,0.023799
48,14,0.070595
48,15,0.096863
48,16,0.101168
48,17,0.034478
48,18,0.014338
49,1,0.102053
49,2,0.052136
49,3,0.105073
49,4,0.04593
49,5,0.063629
49,6,0.088763
49,7,0
49,8,0.102626
49,9,0.004768
49,10,0.106884
49,11,0.007614
49,12,0.017266
49,13,0.02013
49,14,0.044554
49,15,0.10629
49,16,0.10732
49,17,0.024963
49,18,0
50,1,0.103693
50,2,0.048183
50,3,0.046105
50,4,0.036525
50,5,0.1077
50,6,0.036261
50,7,0
50,8,0.099227
50,9,0
50,10,0
50,11,0.085602
50,12,0.099668
50,13,0.087372
50,14,0.052752
50,15,0.094751
50,16,0.096948
50,17,0.005214
50,18,0
51,1,0.123115
51,2,0
51,3,0.065914
51,4,0.061874
51,5,0.128379
51,6,0.111136
51,7,0
51,8,0.12507
51,9,0
51,10,0
51,11,0.044842
51,12,0.032018
51,13,0.014028
51,14,0.068572
51,15,0.109573
51,16,0.115479
51,17,0
51,18,0
52,1,0.178958
52,2,0.064061
52,3,0
52,4,0
52,5,0.181953
52,6,0.059161
52,7,0
52,8,0.179935
52,9,0
52,10,0
52,11,0.023666
52,12,0
52,13,0.03524
52,14,0.032254
52,15,0.054666
52,16,0.116111
52,17,0.048779
52,18,0.025218
53,1,0.071094
53,2,0.029614
53,3,0.111291
53,4,0.070144
53,5,0.111654
53,6,0.030842
53,7,0
53,8,0.119743
53,9,0.022631
53,10,0
53,11,0.055377
53,12,0.066503
53,13,0.021244
53,14,0.057277
53,15,0.095336
53,16,0.112842
53,17,0.020428
53,18,0.003981
54,1,0.063293
54,2,0
54,3,0
54,4,0.032608
54,5,0.239811
54,6,0.016345
54,7,0
54,8,0.191427
54,9,0
54,10,0
54,11,0.047766
54,12,0.015763
54,13,0.026405
54,14,0.125207
54,15,0.034062
54,16,0.191701
54,17,0.015611
54,18,0
55,1,0.061088
55,2,0.047875
55,3,0.10268
55,4,0.064741
55,5,0.106962
55,6,0.034936
55,7,0.099548
55,8,0.119782
55,9,0
55,10,0
55,11,0
55,12,0
55,13,0
55,14,0.065509
55,15,0.028424
55,16,0.102519
55,17,0.065218
55,18,0.100719
56,1,0.069521
56,2,0.007763
56,3,0.047549
56,4,0.088803
56,5,0.155343
56,6,0.070381
56,7,0.131482
56,8,0.159983
56,9,0.007763
56,10,0.008868
56,11,0.007763
56,12,0.016388
56,13,0.022193
56,14,0.038723
56,15,0.015815
56,16,0.111203
56,17,0.032697
56,18,0.007763
57,1,0.100591
57,2,0.021519
57,3,0.109866
57,4,0.068929
57,5,0.121587
57,6,0.04112
57,7,0
57,8,0.112866
57,9,0
57,10,0
57,11,0.105243
57,12,0.102439
57,13,0.012845
57,14,0
57,15,0.112871
57,16,0.065879
57,17,0.024245
57,18,0
58,1,0.09215
58,2,0.069438
58,3,0.044593
58,4,0.050311
58,5,0.096501
58,6,0.023075
58,7,0
58,8,0.095948
58,9,0.017453
58,10,0.003537
58,11,0.096889
58,12,0.089442
58,13,0.022952
58,14,0.027614
58,15,0.070906
58,16,0.090761
58,17,0.019004
58,18,0.089426
59,1,0.06149
59,2,0.040869
59,3,0.007922
59,4,0.015844
59,5,0.098517
59,6,0.032542
59,7,0
59,8,0.102651
59,9,0
59,10,0.091441
59,11,0.016046
59,12,0.09463
59,13,0.029099
59,14,0.055841
59,15,0.095378
59,16,0.06911
59,17,0.096543
59,18,0.092078
60,1,0.078842
60,2,0.094035
60,3,0.022551
60,4,0.090204
60,5,0.119821
60,6,0.034865
60,7,0
60,8,0.112858
60,9,0.016326
60,10,0.018761
60,11,0.041847
60,12,0
60,13,0.094607
60,14,0.073932
60,15,0.05178
60,16,0.126315
60,17,0.012262
60,18,0.010993
61,1,0.100158
61,2,0.057793
61,3,0.092571
61,4,0.061815
61,5,0.117059
61,6,0.030103
61,7,0.005173
61,8,0.114267
61,9,0.013863
61,10,0.005173
61,11,0.029549
61,12,0.005173
61,13,0.013444
61,14,0.09036
61,15,0.106452
61,16,0.113395
61,17,0.038481
61,18,0.005173
62,1,0.07564
62,2,0.056877
62,3,0.020514
62,4,0.022896
62,5,0.098826
62,6,0.04079
62,7,0
62,8,0.101086
62,9,0.013276
62,10,0.097493
62,11,0.011852
62,12,0.048654
62,13,0.094475
62,14,0.072468
62,15,0.099065
62,16,0.09378
62,17,0.03697
62,18,0.015337
63,1,0.091011
63,2,0.032241
63,3,0.097282
63,4,0.049566
63,5,0.105762
63,6,0.024178
63,7,0
63,8,0.106175
63,9,0
63,10,0.022143
63,11,0.090788
63,12,0
63,13,0.079454
63,14,0.090949
63,15,0.09214
63,16,0.10147
63,17,0.016844
63,18,0
64,1,0.133865
64,2,0.101219
64,3,0.034106
64,4,0.007061
64,5,0.13748
64,6,0.007061
64,7,0.007061
64,8,0.143723
64,9,0.007061
64,10,0.007061
64,11,0.128708
64,12,0.007061
64,13,0.03654
64,14,0.023496
64,15,0.040693
64,16,0.132014
64,17,0.038729
64,18,0.007061
65,1,0.111434
65,2,0.075155
65,3,0.032762
65,4,0.052419
65,5,0.116882
65,6,0.021059
65,7,0.109081
65,8,0.12063
65,9,0.002651
65,10,0
65,11,0.002557
65,12,0.112296
65,13,0.011442
65,14,0.044129
65,15,0.034784
65,16,0.117384
65,17,0.035335
65,18,0
66,1,0.110738
66,2,0.052084
66,3,0.018536
66,4,0.034075
66,5,0.119834
66,6,0
66,7,0
66,8,0.116908
66,9,0.009277
66,10,0
66,11,0.101527
66,12,0.114703
66,13,0
66,14,0.007158
66,15,0.107434
66,16,0.106009
66,17,0.101716
66,18,0
67,1,0.035631
67,2,0.146532
67,3,0
67,4,0
67,5,0.146263
67,6,0.073834
67,7,0
67,8,0.174078
67,9,0
67,10,0
67,11,0
67,12,0.146331
67,13,0
67,14,0.122718
67,15,0.014328
67,16,0.066004
67,17,0.066483
67,18,0.0078
68,1,0.100327
68,2,0.054759
68,3,0.139344
68,4,0.053007
68,5,0.148372
68,6,0.060643
68,7,0
68,8,0.129512
68,9,0.021876
68,10,0
68,11,0.014273
68,12,0.047068
68,13,0.020428
68,14,0.083297
68,15,0.043019
68,16,0.069801
68,17,0.014274
68,18,0
69,1,0.057133
69,2,0
69,3,0
69,4,0
69,5,0.213626
69,6,0.207038
69,7,0
69,8,0.248851
69,9,0
69,10,0
69,11,0
69,12,0
69,13,0
69,14,0.112359
69,15,0.017304
69,16,0.127822
69,17,0.015867
69,18,0
70,1,0.094254
70,2,0.039078
70,3,0.052112
70,4,0.052112
70,5,0.106823
70,6,0.01742
70,7,0
70,8,0.109107
70,9,0.008203
70,10,0.037313
70,11,0.108791
70,12,0.012707
70,13,0.066887
70,14,0.036638
70,15,0.05771
70,16,0.106695
70,17,0.09415
70,18,0
71,1,0.116897
71,2,0.086675
71,3,0.006269
71,4,0.006269
71,5,0.120176
71,6,0.108818
71,7,0.006269
71,8,0.116689
71,9,0.006269
71,10,0.029327
71,11,0.065202
71,12,0.006269
71,13,0.021877
71,14,0.044187
71,15,0.115315
71,16,0.125693
71,17,0.011532
71,18,0.006269
72,1,0.10841
72,2,0.054894
72,3,0
72,4,0
72,5,0.172833
72,6,0.040976
72,7,0
72,8,0.178081
72,9,0
72,10,0
72,11,0
72,12,0
72,13,0
72,14,0.066741
72,15,0.052699
72,16,0.152093
72,17,0.024549
72,18,0.148722
73,1,0.121783
73,2,0.113645
73,3,0.041798
73,4,0.078926
73,5,0.128257
73,6,0.021126
73,7,0
73,8,0.127082
73,9,0.022414
73,10,0
73,11,0.03362
73,12,0.008777
73,13,0
73,14,0.037703
73,15,0.115476
73,16,0.128584
73,17,0.014645
73,18,0.006165
74,1,0.114703
74,2,0
74,3,0
74,4,0.014949
74,5,0.122683
74,6,0.077445
74,7,0.115884
74,8,0.133753
74,9,0
74,10,0.111763
74,11,0
74,12,0.047826
74,13,0.11294
74,14,0.026133
74,15,0
74,16,0.114982
74,17,0.00694
74,18,0
75,1,0.080716
75,2,0.111635
75,3,0.085606
75,4,0.135871
75,5,0.160325
75,6,0
75,7,0
75,8,0.107266
75,9,0.05316
75,10,0
75,11,0
75,12,0.045286
75,13,0.013065
75,14,0.041594
75,15,0.103797
75,16,0.042757
75,17,0.012573
75,18,0.006349
76,1,0.139428
76,2,0.007194
76,3,0.10541
76,4,0.030117
76,5,0.1446
76,6,0.133246
76,7,0.007194
76,8,0.153244
76,9,0.007194
76,10,0.007194
76,11,0.007194
76,12,0.007194
76,13,0.01173
76,14,0.052753
76,15,0.08134
76,16,0.086253
76,17,0.011521
76,18,0.007194
77,1,0.105011
77,2,0.035215
77,3,0.10409
77,4,0.035414
77,5,0.120244
77,6,0.006002
77,7,0.006002
77,8,0.118426
77,9,0.006002
77,10,0.006002
77,11,0.097985
77,12,0.006002
77,13,0.006002
77,14,0.031655
77,15,0.098567
77,16,0.112444
77,17,0.098938
77,18,0.006002
78,1,0.008765
78,2,0.127216
78,3,0.054679
78,4,0.0648
78,5,0.181128
78,6,0.008765
78,7,0.008765
78,8,0.168619
78,9,0.012177
78,10,0.008765
78,11,0.008765
78,12,0.182918
78,13,0.008765
78,14,0.080884
78,15,0.021071
78,16,0.010188
78,17,0.034966
78,18,0.008765
79,1,0.06326
79,2,0.015894
79,3,0.052756
79,4,0.052756
79,5,0.118299
79,6,0.043126
79,7,0
79,8,0.119568
79,9,0.023006
79,10,0.013453
79,11,0.104106
79,12,0
79,13,0.108955
79,14,0.074219
79,15,0.10671
79,16,0.103893
79,17,0
79,18,0
80,1,0.095375
80,2,0.046189
80,3,0.056643
80,4,0.065418
80,5,0.113493
80,6,0.049501
80,7,0
80,8,0.132627
80,9,0.010047
80,10,0
80,11,0
80,12,0.052922
80,13,0
80,14,0.068513
80,15,0.041823
80,16,0.110777
80,17,0.043097
80,18,0.113575
81,1,0.057455
81,2,0.083461
81,3,0.00874
81,4,0
81,5,0.085847
81,6,0.02747
81,7,0.076443
81,8,0.086899
81,9,0
81,10,0.084462
81,11,0.077409
81,12,0.010686
81,13,0.077072
81,14,0.016945
81,15,0.084463
81,16,0.06367
81,17,0.07868
81,18,0.080296
82,1,0.068581
82,2,0.021552
82,3,0
82,4,0
82,5,0.119831
82,6,0.038697
82,7,0
82,8,0.133636
82,9,0.004449
82,10,0
82,11,0.120611
82,12,0
82,13,0.047945
82,14,0.061903
82,15,0.120504
82,16,0.133044
82,17,0.014113
82,18,0.115136
83,1,0.08321
83,2,0.09139
83,3,0.030042
83,4,0.067594
83,5,0.102421
83,6,0.096079
83,7,0
83,8,0.099413
83,9,0.052084
83,10,0.020405
83,11,0.089804
83,12,0.008117
83,13,0
83,14,0.062546
83,15,0.09581
83,16,0.101087
83,17,0
83,18,0
84,1,0.117197
84,2,0.120124
84,3,0
84,4,0
84,5,0.127386
84,6,0.078557
84,7,0
84,8,0.125768
84,9,0.026759
84,10,0
84,11,0.044372
84,12,0
84,13,0
84,14,0.066982
84,15,0.140436
84,16,0.127275
84,17,0.025145
84,18,0
85,1,0.118311
85,2,0.054652
85,3,0.052063
85,4,0.052063
85,5,0.117796
85,6,0.101952
85,7,0
85,8,0.113618
85,9,0
85,10,0
85,11,0.086529
85,12,0.024011
85,13,0.014485
85,14,0.029046
85,15,0.110753
85,16,0.118546
85,17,0.006174
85,18,0
86,1,0.068596
86,2,0.0948
86,3,0.045337
86,4,0.070529
86,5,0.061081
86,6,0
86,7,0
86,8,0.094348
86,9,0.034433
86,10,0.021337
86,11,0.094003
86,12,0.052268
86,13,0.082693
86,14,0.072707
86,15,0.09333
86,16,0.093477
86,17,0.013352
86,18,0.00771
87,1,0.161041
87,2,0.032089
87,3,0
87,4,0.03433
87,5,0.146193
87,6,0.022127
87,7,0
87,8,0.14869
87,9,0.005941
87,10,0
87,11,0.146364
87,12,0.00724
87,13,0
87,14,0.051328
87,15,0.065209
87,16,0.149148
87,17,0.023907
87,18,0.006393
88,1,0.06908
88,2,0.137476
88,3,0
88,4,0
88,5,0.141899
88,6,0.074152
88,7,0
88,8,0.153326
88,9,0
88,10,0.063973
88,11,0
88,12,0
88,13,0.078552
88,14,0.064859
88,15,0.038849
88,16,0.066832
88,17,0.111002
88,18,0
89,1,0.165431
89,2,0.07596
89,3,0.009864
89,4,0.009864
89,5,0.167665
89,6,0.052741
89,7,0.009864
89,8,0.184318
89,9,0.009864
89,10,0.009864
89,11,0.009864
89,12,0.009864
89,13,0.009864
89,14,0.046984
89,15,0.009864
89,16,0.167864
89,17,0.040393
89,18,0.009864
90,1,0.104163
90,2,0.087727
90,3,0.033169
90,4,0.025354
90,5,0.153789
90,6,0.046191
90,7,0
90,8,0.143434
90,9,0
90,10,0.023796
90,11,0.042306
90,12,0
90,13,0.035315
90,14,0.099288
90,15,0.042063
90,16,0.118877
90,17,0.036671
90,18,0.007858
91,1,0.105379
91,2,0.057581
91,3,0
91,4,0
91,5,0.199676
91,6,0.08629
91,7,0
91,8,0.107021
91,9,0.029077
91,10,0
91,11,0.007747
91,12,0.007192
91,13,0.170671
91,14,0.09639
91,15,0
91,16,0
91,17,0.132976
91,18,0
92,1,0.069892
92,2,0.060669
92,3,0.043348
92,4,0.07818
92,5,0.120329
92,6,0.016033
92,7,0
92,8,0.119048
92,9,0.025788
92,10,0
92,11,0.023868
92,12,0.117383
92,13,0
92,14,0.069802
92,15,0.111447
92,16,0.123334
